stem_shoot.apex_GL_M0272_2	24414619	277957	111994	1261692	11232	36225	498738	26612457
stem_shoot.apex_GL_M0278_1	20548288	245820	92226	1075776	11092	30782	402005	22405989
stem_shoot.apex_GL_M0281_1	14996689	156470	65768	726523	42065	139715	999215	17126445
stem_shoot.apex_GL_M0270_2	28282741	289371	124178	1449430	92826	282989	2146040	32667575
stem_shoot.apex_GL_M0288_1	19765991	232722	105790	1085488	9912	30753	386238	21616894
stem_shoot.apex_GL_M0284_1	24058240	233980	104252	1288667	11247	37867	470703	26204956
stem_shoot.apex_GL_M0269_1	29910719	319821	132294	1521169	88803	259626	2022704	34255136
stem_shoot.apex_GL_M0276_1	22128456	231439	100294	1094446	73673	216742	1863461	25708511
stem_shoot.apex_GL_M0287_2	24621792	258068	106813	1357748	10270	37387	481838	26873916
stem_shoot.apex_GL_M0278_2	23796629	276687	108000	1204624	85290	250662	1780087	27501979
stem_shoot.apex_GL_M0275_2	26959327	298852	119927	1425736	87345	254899	2078661	31224747
stem_shoot.apex_GL_M0272_1	28678983	317466	131853	1426860	82397	291906	2106017	33035482
stem_shoot.apex_GL_M0296_1	19239552	210270	86720	1003553	9009	30343	384228	20963675
stem_shoot.apex_GL_M0378_2	13912201	141311	53830	722108	5375	21112	262494	15118431
stem_shoot.apex_GL_M0289_2	23093522	234687	91310	1185956	8847	34064	457660	25106046
stem_shoot.apex_GL_M0297_2	20489838	223050	90632	1069393	9297	30314	416154	22328678
stem_shoot.apex_GL_M0298_1	22043128	252646	100209	1187243	10661	30542	449562	24073991
stem_shoot.apex_GL_M0288_2	22971304	264239	124191	1218623	71384	228862	1692337	26570940
stem_shoot.apex_GL_M0289_1	26840607	264760	108374	1331627	73036	265609	1969107	30853120
stem_shoot.apex_GL_M0284_2	28164717	270891	124081	1457024	75307	296476	2064597	32453093
stem_shoot.apex_GL_M0287_1	28788762	295383	125894	1527634	83314	277762	2126139	33224888
stem_shoot.apex_GL_M0296_2	22410287	240248	103094	1134388	69770	226858	1757354	25941999
stem_shoot.apex_GL_M0317_2	11496371	133712	49980	603716	6933	15815	252689	12559216
stem_shoot.apex_GL_M0310_1	22433905	222565	100982	1165293	10791	34420	437629	24405585
stem_shoot.apex_GL_M0311_2	22872791	244122	102641	1218425	9769	32111	430987	24910846
stem_shoot.apex_GL_M0297_1	24080212	255920	107392	1208588	68120	230212	1759497	27709941
stem_shoot.apex_GL_M0303_2	26879792	276293	113242	1455570	13384	37406	531888	29307575
stem_shoot.apex_GL_M0315_1	20471635	253500	87462	1105165	11313	30100	411347	22370522
stem_shoot.apex_GL_M0298_2	25836268	285948	120139	1340268	92868	244497	2310870	30230858
stem_shoot.apex_GL_M0303_1	31210290	313916	132972	1633719	92414	317028	2312742	36013081
stem_shoot.apex_GL_M0325_1	20813339	187681	76032	1108351	7653	31188	406719	22630963
stem_shoot.apex_GL_M0323_2	22626394	242673	96619	1170455	10550	34131	451254	24632076
stem_shoot.apex_GL_M0322_1	26668713	282181	119564	1425236	11781	39700	516731	29063906
stem_shoot.apex_GL_M0317_1	13487675	160240	63666	702880	159861	132483	2891950	17598755
stem_shoot.apex_GL_M0311_1	26606026	277696	120811	1373134	82191	252205	1961780	30673843
stem_shoot.apex_GL_M0326_2	22754927	241532	103658	1212864	10246	35307	447381	24805915
stem_shoot.apex_GL_M0310_2	26146384	253427	119130	1313636	77145	264832	2012415	30186969
stem_shoot.apex_GL_M0315_2	23817576	294276	105933	1258283	167818	227817	3178623	29050326
stem_shoot.apex_GL_M0325_2	24209617	217387	89945	1246608	63030	237628	1802213	27866428
stem_shoot.apex_GL_M0323_1	26445307	276613	115243	1324568	90405	274186	2114783	30641105
stem_shoot.apex_GL_M0328_1	24332012	264134	107464	1270372	11484	36126	479195	26500787
stem_shoot.apex_GL_M0326_1	26516694	275372	121488	1369293	87253	270517	2080077	30720694
stem_shoot.apex_GL_M0337_1	15508156	158497	69791	801303	46450	155772	1208990	17948959
stem_shoot.apex_GL_M0322_2	31061188	321525	139873	1606875	96204	326399	2410629	35962693
stem_shoot.apex_GL_M0329_1	27031818	275432	118260	1487858	12381	41490	532080	29499319
stem_shoot.apex_GL_M0328_2	28338194	299699	125890	1432416	91996	279650	2106758	32674603
stem_shoot.apex_GL_M0337_2	13418539	138484	58751	710486	6117	18865	248156	14599398
stem_shoot.apex_GL_M0341_1	20883393	211676	84576	1083781	8201	29376	408918	22709921
stem_shoot.apex_GL_M0344_2	21119915	207534	85315	1057620	10143	31307	423748	22935582
stem_shoot.apex_GL_M0346_2	22025982	214210	99885	1157376	9876	33886	431887	23973102
stem_shoot.apex_GL_M0349_1	20025824	202501	85060	1063569	8320	31073	397062	21813409
stem_shoot.apex_GL_M0345_1	24375182	279010	113689	1319874	12494	34747	462030	26597026
stem_shoot.apex_GL_M0341_2	24311672	241197	99094	1218704	68587	219627	1795268	27954149
stem_shoot.apex_GL_M0344_1	24563782	235459	100986	1190136	75713	242684	1996508	28405268
stem_shoot.apex_GL_M0349_2	23356261	228759	100819	1196984	63318	237172	1698447	26881760
stem_shoot.apex_GL_M0346_1	25600921	243050	117687	1305766	75553	272680	2054362	29670019
stem_shoot.apex_GL_M0345_2	28270498	313177	132232	1477866	84594	279018	2044366	32601751
stem_shoot.apex_GL_M0354_1	21529604	228972	101619	1164661	9113	33530	419868	23487367
stem_shoot.apex_GL_M0352_2	22637981	218966	98568	1207336	9946	30596	442012	24645405
stem_shoot.apex_GL_M0352_1	26190524	246101	113837	1347944	66018	250548	1857933	30072905
stem_shoot.apex_GL_M0379_1	24910140	238764	96991	1310187	9181	35648	510921	27111832
stem_shoot.apex_GL_M0354_2	25029464	259990	118726	1305187	73931	262618	1868304	28918220
stem_shoot.apex_GL_M0355_1	22624124	232453	103803	1162525	62317	228203	1648209	26061634
stem_shoot.apex_GL_M0355_2	19462039	205333	88051	1035498	7838	29297	372476	21200532
stem_shoot.apex_GL_M0357_1	22418631	213616	95816	1174758	9378	32269	437095	24381563
stem_shoot.apex_GL_M0360_2	21499243	217811	95004	1180574	9106	31005	418687	23451430
stem_shoot.apex_GL_M0364_1	20090830	236821	84962	1045504	13234	28155	442051	21941557
stem_shoot.apex_GL_M0357_2	26081776	243332	112880	1318973	66504	254891	1891210	29969566
stem_shoot.apex_GL_M0360_1	24986692	249293	112379	1325262	75187	252180	1872429	28873422
stem_shoot.apex_GL_M0365_2	27618578	310833	127918	1496322	13063	43364	534834	30144912
stem_shoot.apex_GL_M0367_1	26561654	288630	109836	1391720	12765	39467	526295	28930367
stem_shoot.apex_GL_M0369_1	16158209	155721	64735	894990	6592	24540	308098	17612885
stem_shoot.apex_GL_M0368_2	23778299	227935	96209	1237137	8962	33719	495542	25877803
stem_shoot.apex_GL_M0365_1	32096756	352407	149162	1675658	94791	318037	2295108	36981919
stem_shoot.apex_GL_M0364_2	23580389	276889	105980	1208965	166047	224820	3815124	29378214
stem_shoot.apex_GL_M0378_1	16094896	160168	63309	811711	46802	156272	1206945	18540103
stem_shoot.apex_GL_M0369_2	18789863	179146	76533	1006593	48826	190575	1344586	21636122
stem_shoot.apex_GL_M0368_1	28054213	263576	116353	1405342	75178	249575	2032663	32196900
stem_shoot.apex_GL_M0382_2	21280239	209518	91473	1127743	8395	31504	416561	23165433
stem_shoot.apex_GL_M0382_1	24809530	237511	108408	1267822	66737	243955	1787029	28520992
stem_shoot.apex_GL_M0383_1	21493273	202855	86754	1101067	8513	31271	436260	23359993
stem_shoot.apex_GL_M0001_2	19262949	179971	83584	1021920	8034	29063	381872	20967393
stem_shoot.apex_GL_M0384_2	23180095	263681	96007	1214704	11617	32072	453361	25251537
stem_shoot.apex_GL_M0379_2	29058161	271563	114068	1473621	72688	282482	2135375	33407958
stem_shoot.apex_GL_M0383_2	25328980	234371	102011	1251533	67715	225966	1824394	29034970
stem_shoot.apex_GL_M0384_1	27044983	298719	113687	1367692	88608	261164	2016462	31191315
stem_shoot.apex_GL_M0005_1	22019035	227630	97760	1164679	11390	30700	436192	23987386
stem_shoot.apex_GL_M0007_2	23329794	230090	90981	1213372	10697	33848	471450	25380232
stem_shoot.apex_GL_M0001_1	22575921	205871	98831	1147310	56409	222273	1580274	25886889
stem_shoot.apex_GL_M0010_2	21120480	221932	94288	1110124	10698	32711	429272	23019505
stem_shoot.apex_GL_M0005_2	25759434	260816	115744	1312448	75902	241905	1841648	29607897
leaf_pooled.V1_DS_B_1	1087910	10627	5036	54475	5986	11941	96415	1272390
stem_shoot.apex_GL_M0012_1	20756808	202440	86123	1070436	8179	30767	423182	22577935
leaf_pooled.V1_DS_B_2	830973	7988	3790	41455	4437	8627	71696	968966
tassel_meiotic.V18_DS_B_1	5108595	64365	28736	327237	19429	48909	356333	5953604
leaf_pooled.V1_DS_B_3	492185	5100	2508	24801	4539	7703	57417	594253
stem_shoot.apex_GL_M0008_2	29574756	296372	124887	1529361	11571	43928	610126	32191001
stem_shoot.apex_GL_M0007_1	27354337	262893	106586	1370020	70996	258969	1901327	31325128
embryo_24dap_DS_B_1	19174830	218148	94954	1143617	67573	174008	1497085	22370215
stem_shoot.apex_GL_M0010_1	24747362	252935	110705	1250682	72596	243633	1820483	28498396
embryo_20dap_DS_B_3	14720013	156485	73290	742961	48081	138590	1191216	17070636
stem_shoot.apex_GL_M0014_2	20183872	222959	93644	1052761	8602	31447	403004	21996289
seed_pericarp.18dap_DS_B_3	17969311	278251	86862	1180674	78094	151392	1588110	21332694
stem_shoot.apex_GL_M0014_1	23747673	254219	111655	1196438	71702	227162	1751282	27360131
root_primary.4dpe_DS_B_3	9026741	94928	46089	503063	34232	88226	749768	10543047
root_primary.4dpe_DS_B_2	9047687	95147	45005	499529	32694	87804	713705	10521571
root_primary.4dpe_DS_B_1	11052917	121454	60626	611689	45026	115810	937702	12945224
stem_shoot.apex_GL_M0008_1	34650524	339769	149072	1720109	92604	334060	2486769	39772907
shoot_tip.V5_DS_B_2	7896456	76707	37101	439195	78516	75354	1272538	9875867
stem_SAM.V1_DS_B_1	2144786	19253	8028	111772	7541	18459	167249	2477088
shoot_tip.V5_DS_B_3	8628464	78426	37134	460980	23692	79624	605781	9914101
stem_shoot.apex_GL_M0012_2	24346890	231402	102107	1208236	63631	225713	1749637	27927616
cob_pre.pollination.R1_DS_B_2	18276624	179039	98365	974534	50928	178933	1237799	20996222
leaf_13.R2_DS_B_3	2387658	15524	9205	118522	6859	15776	152327	2705871
shoot_tip.V5_DS_B_1	15786593	143161	69311	849182	52110	145914	1226908	18273179
cob_pre.pollination.R1_DS_B_1	24967485	245964	133760	1331672	72850	240353	1680192	28672276
leaf_13.R2_DS_B_1	7686804	61254	34731	406625	29497	61689	555701	8836301
brace.root_node6.V13_DS_B_2	1906335	16185	8101	79794	3976	16737	242232	2273360
silk_R1_DS_B_1	13176803	184742	58544	728749	62244	114360	1208620	15534062
leaf_13.R2_DS_B_2	9375815	72617	42264	498015	32332	72478	642497	10736018
leaf_13.V9_DS_B_3	5898879	53035	22512	357198	20792	47607	407203	6807226
leaf_13.VT_DS_B_2	5355445	44324	25503	291511	22904	48169	398068	6185924
leaf_13.V9_DS_B_2	6711555	57683	25904	400913	23769	58176	475545	7753545
leaf_13.V9_DS_B_1	9143874	80763	36505	539284	51043	84476	909717	10845662
leaf_13.VT_DS_B_1	4097513	49637	26757	242372	61733	95936	723124	5297072
silk_R1_DS_B_2	15235569	180648	66034	839372	42490	127533	1002896	17494542
stem_SAM.V1_DS_B_3	13485105	119129	48466	713667	54234	112891	1216097	15749589
cob_pre.pollination.R1_DS_B_3	24339251	226999	120164	1293134	73918	230431	1801313	28085210
leaf_13.VT_DS_B_3	6754882	72099	37664	387041	98565	155540	1146785	8652576
stem_SAM.V1_DS_B_2	19956923	185760	74837	1050594	89107	171360	1879807	23408388
leaf_topmost.V3_DS_B_3	11028658	105067	49850	539452	73245	127585	1048625	12972482
seed_10dap_DS_B_1	9700694	114100	36416	538409	29073	80666	574392	11073750
seed_12dap_DS_B_2	7793273	89101	26969	375258	29560	65312	566862	8946335
brace.root_node6.V13_DS_B_3	10298071	90238	38660	453000	23964	88921	1315983	12308837
seed_12dap_DS_B_1	11761022	127369	39327	544346	42732	98580	861358	13474734
seed_10dap_DS_B_3	13600315	153142	53237	734489	41371	124837	850988	15558379
seed_10dap_DS_B_2	14702317	160220	55868	785358	38509	134167	862420	16738859
brace.root_node6.V13_DS_B_1	18705083	170610	79270	787680	45293	177462	2590150	22555548
leaf_topmost.V3_DS_B_1	15988477	161366	71774	809520	141550	242921	1840800	19256408
leaf_tip.stage2.V5_DS_B_2	19979533	215747	102280	1049697	131884	242561	1776877	23498579
leaf_tip.stage2.V5_DS_B_3	20794080	232483	106348	1095477	164514	274144	2005081	24672127
leaf_topmost.V3_DS_B_2	19595818	184881	84862	1004388	177687	278658	2205662	23531956
seed_12dap_DS_B_3	13379855	158985	53495	637726	61374	120473	1106697	15518605
seed_18dap_DS_B_1	5158451	203781	128487	315446	28588	67581	585122	6487456
seed_16dap_DS_B_1	7921893	185249	114347	403967	30877	76352	643962	9376647
seed_16dap_DS_B_3	7789317	123280	75812	373689	26920	64247	549149	9002414
seed_14dap_DS_B_3	10474007	146969	82170	493361	37752	98357	805636	12138252
seed_14dap_DS_B_2	14725819	156556	59408	703334	53875	120668	1140764	16960424
seed_16dap_DS_B_2	8162229	181800	121138	414387	74147	85814	1200556	10240071
crown.root_node4.V7_DS_B_2	3280088	28622	12900	164974	8584	28856	503924	4027948
leaf_tip.stage2.V5_DS_B_1	30329410	330468	153937	1572306	206345	384776	2888173	35865415
silk_R1_DS_B_3	45389953	592849	188360	2520148	124887	375741	2990269	52182207
seed_24dap_DS_B_2	23737486	1848517	1100458	1824889	137647	486527	3352693	32488217
seed_18dap_DS_B_3	12613395	462093	287071	741066	61199	161138	1290590	15616552
seed_2dap_DS_B_1	10304900	113414	51118	596895	47519	103857	937789	12155492
seed_18dap_DS_B_1	13747765	488729	327495	815474	68167	179396	1435087	17062113
seed_6dap_DS_B_1	12260530	142041	62595	746913	45548	133884	928807	14320318
seed_2dap_DS_B_3	15689484	158750	67562	897086	39813	142260	961742	17956697
seed_4dap_DS_B_3	15129852	147190	79464	859755	48173	151564	1066167	17482165
seed_20dap_DS_B_3	14844982	1014407	582256	1094358	136332	276953	2649508	20598796
seed_2dap_DS_B_2	17676627	174242	81463	1003643	50627	177547	1228546	20392695
seed_20dap_DS_B_1	18244574	1083481	642866	1345492	112298	312193	2468622	24209526
seed_22dap_DS_B_1	15213037	1052542	618806	1168824	99493	285202	2224627	20662531
ear_primordium.6mm_DW_B_3	12298470	163992	78912	721201	37297	133563	736507	14169942
seed_4dap_DS_B_1	16881401	158950	83630	959009	63188	166622	1363573	19676373
seed_6dap_DS_B_3	16154231	170150	75768	969894	53900	165350	1174504	18763797
seed_8dap_DS_B_3	17183401	187462	80726	1013451	60129	176023	1226684	19927876
seed_6dap_DS_B_2	17849957	190614	83792	1066733	58691	184748	1288659	20723194
